page,index_on_page,start_date_text,start_date_datetime,title,url,institution,excerpt,counts_text
311,6,5 October 2023,2023-10-05 01:00:00,"Exposome, Disease Trajectories and Multimorbidity Networks",https://www.ukbiobank.ac.uk/projects/exposome-disease-trajectories-and-multimorbidity-networks/,"Peking University, China","Diseases are not random events that happen to people. They are often influenced by many factors, such as age, lifestyle, genetics, environment, etc. Some diseases…",3101 to 3110 of 6936 results found
311,7,4 October 2023,2023-10-04 01:00:00,Use of protein biomarkers to estimate the morbidity and mortality risk of cardiovascular diseases,https://www.ukbiobank.ac.uk/projects/use-of-protein-biomarkers-to-estimate-the-morbidity-and-mortality-risk-of-cardiovascular-diseases/,"Ruijin Hospital, China","Cardiovascular diseases pose a significant global health burden, contributing to substantial morbidity and mortality rates. However, existing biomarkers have limitations in their ability to provide…",3101 to 3110 of 6936 results found
311,8,4 October 2023,2023-10-04 01:00:00,Replicating published diagnostic and prognostic models for severe mental disorders,https://www.ukbiobank.ac.uk/projects/replicating-published-diagnostic-and-prognostic-models-for-severe-mental-disorders/,"King's College London, Great Britain",Only 5% of prediction models in psychiatry have been tested in more than one place. There are some that hold promise but cannot be used…,3101 to 3110 of 6936 results found
311,9,4 October 2023,2023-10-04 01:00:00,Cross-sectional vs. Longitudinal Aging,https://www.ukbiobank.ac.uk/projects/cross-sectional-vs-longitudinal-aging/,"Max Planck Institute for Human Development, Germany","Aging is an important field of study within cognitive neuroscience, and this research into understanding how aspects of brain structure and function change with age…",3101 to 3110 of 6936 results found
311,10,4 October 2023,2023-10-04 01:00:00,The Association of Oral Health Disparities with the Risk of Respiratory Tract and Head and Neck Cancers in the UK Biobank,https://www.ukbiobank.ac.uk/projects/the-association-of-oral-health-disparities-with-the-risk-of-respiratory-tract-and-head-and-neck-cancers-in-the-uk-biobank/,"University of Florida, United States of America","The aim of our project is to evaluate the association between poor oral health, respiratory tract cancers, and head and neck cancer and if this…",3101 to 3110 of 6936 results found
312,1,4 October 2023,2023-10-04 01:00:00,Investigation of imaging markers for Parkinson’s disease,https://www.ukbiobank.ac.uk/projects/investigation-of-imaging-markers-for-parkinsons-disease/,"Capital Medical University, China","Parkinson’s disease (PD) is a common neurodegenerative disorder with manifestations of resting tremor, bradykinesia, rigidity, and postural gait disturbance, which will double in prevalence in…",3111 to 3120 of 6936 results found
312,2,4 October 2023,2023-10-04 01:00:00,Understanding associations between environmental exposure and sleep and mental health,https://www.ukbiobank.ac.uk/projects/understanding-associations-between-environmental-exposure-and-sleep-and-mental-health/,"Peking University, China","This three-year PhD research project aims to investigate the complex connections between environmental exposure and human health. With urbanization accelerating, individuals are increasingly exposed to…",3111 to 3120 of 6936 results found
312,3,4 October 2023,2023-10-04 01:00:00,Risk prediction models for the incidence of gynecologic cancers and overall mortality,https://www.ukbiobank.ac.uk/projects/risk-prediction-models-for-the-incidence-of-gynecologic-cancers-and-overall-mortality/,"University of Texas (MD Anderson), United States of America","Gynecologic cancers account for a large percentage of new cancers in women, with the number of new cases increasing in recent years. Out of the…",3111 to 3120 of 6936 results found
312,4,4 October 2023,2023-10-04 01:00:00,Age-related changes in DNA methylation patterns to predict drug targets in osteoarthritis,https://www.ukbiobank.ac.uk/projects/age-related-changes-in-dna-methylation-patterns-to-predict-drug-targets-in-osteoarthritis/,"Insilico Medicine AI Limited, United Arab Emirates",Around a third of the patients that receive knee replacement still have chronic pain after surgical knee replacement. We have evidence that this may be…,3111 to 3120 of 6936 results found
312,5,4 October 2023,2023-10-04 01:00:00,Identifying Genetic Polymorphisms Underlying the Arthrofibrosis Phenotype post Total Joint Arthroplasty,https://www.ukbiobank.ac.uk/projects/identifying-genetic-polymorphisms-underlying-the-arthrofibrosis-phenotype-post-total-joint-arthroplasty/,"Brigham and Womens Hospital, United States of America","Arthrofibrosis is the formation of scar tissue around the joint after a hip or knee replacement that leads to debilitating pain, stiffness, and disability. However,…",3111 to 3120 of 6936 results found
312,6,4 October 2023,2023-10-04 01:00:00,Prediction of autoimmune disease outcomes and progression using de-identified data from UK Biobank,https://www.ukbiobank.ac.uk/projects/prediction-of-autoimmune-disease-outcomes-and-progression-using-de-identified-data-from-uk-biobank/,"University of Florida, United States of America","Introduction: Autoimmune diseases (AD) pose complex challenges, impacting millions worldwide. Our research project employs Artificial Intelligence (AI) and advanced data analysis to understand the…",3111 to 3120 of 6936 results found
312,7,4 October 2023,2023-10-04 01:00:00,Exploring the modifiable and non-modifiable factors influencing the musculoskeletal health of postmenopausal women,https://www.ukbiobank.ac.uk/projects/exploring-the-modifiable-and-non-modifiable-factors-influencing-the-musculoskeletal-health-of-postmenopausal-women/,"Manchester Metropolitan University, Great Britain",The menopause is a timepoint in a woman’s life where there is a significant reduction in the strength and function of muscle and bone. This…,3111 to 3120 of 6936 results found
312,8,4 October 2023,2023-10-04 01:00:00,"Prediction of prostate cancer risk with genomics, environmental factors and deep learning",https://www.ukbiobank.ac.uk/projects/prediction-of-prostate-cancer-risk-with-genomics-environmental-factors-and-deep-learning/,"Jiangnan University, China","Prostate cancer is a complex disease arising from the interaction of environmental and genetic factors, much “missing heritability” remain to be explored. In the next…",3111 to 3120 of 6936 results found
312,9,3 October 2023,2023-10-03 01:00:00,Religion in the Aging Brain,https://www.ukbiobank.ac.uk/projects/religion-in-the-aging-brain/,"National University, United States of America","We aim to quantitatively estimate the strength of the protective effect, if any, that attendance at religious services confers against cognitive and brain aging. Religion…",3111 to 3120 of 6936 results found
312,10,29 September 2023,2023-09-29 01:00:00,Determinants and clinical significance of cerebral small vessel disease,https://www.ukbiobank.ac.uk/projects/determinants-and-clinical-significance-of-cerebral-small-vessel-disease/,"University of Bordeaux, France","Stroke and dementia are the most common age-related causes of death and disability, representing a huge burden for society. Cerebral small vessel disease (cSVD) is…",3111 to 3120 of 6936 results found
313,1,27 September 2023,2023-09-27 01:00:00,Analyzing Disorders That Cause Optic Nerve Head Swelling and Vision Loss,https://www.ukbiobank.ac.uk/projects/analyzing-disorders-that-cause-optic-nerve-head-swelling-and-vision-loss/,"Icahn School of Medicine at Mount Sinai, United States of America",Neurologic and systemic diseases contribute to or cause swelling of the optic nerve head and vision loss. These disorders include optic neuritis related to multiple…,3121 to 3130 of 6936 results found
313,2,27 September 2023,2023-09-27 01:00:00,Determine genetic factors that modulate the Alzheimer’s disease risk effects of APOE-!4,https://www.ukbiobank.ac.uk/projects/determine-genetic-factors-that-modulate-the-alzheimers-disease-risk-effects-of-apoe-4/,"Hong Kong University of Science and Technology, Hong Kong","Aging-associated diseases have become a leading threat to population health. Of note, Alzheimer’s disease (AD) is one of the most prevalent aging-associated neurodegenerative diseases with…",3121 to 3130 of 6936 results found
313,3,27 September 2023,2023-09-27 01:00:00,Genetic influence of the relationship between air pollution and development of head and neck cancers,https://www.ukbiobank.ac.uk/projects/genetic-influence-of-the-relationship-between-air-pollution-and-development-of-head-and-neck-cancers/,"Rush University Medical Center, United States of America",Introduction It is known that exposure to particulate matter of 2.5 micrometers is an independent risk factor for the development of some types of…,3121 to 3130 of 6936 results found
313,4,27 September 2023,2023-09-27 01:00:00,Predicting transitions in pain and disability,https://www.ukbiobank.ac.uk/projects/predicting-transitions-in-pain-and-disability/,"University of Queensland, Australia","The overall aim of this work is to understand why some people make transitions from good health to poor health, whereas others do not. A…",3121 to 3130 of 6936 results found
313,5,27 September 2023,2023-09-27 01:00:00,Male-pattern hair loss: Contribution of genetic and environmental factors to disease pathogenesis,https://www.ukbiobank.ac.uk/projects/male-pattern-hair-loss-contribution-of-genetic-and-environmental-factors-to-disease-pathogenesis/,"University of Bonn, Germany","Male-pattern hair loss (MPHL) is a highly heritable trait and the most common form of hair loss among men. Despite recent advances, the underlying genetic…",3121 to 3130 of 6936 results found
313,6,27 September 2023,2023-09-27 01:00:00,"The integrated impact of genetics, multilevel biomarkers, lifestyle factors and environmental exposures on the prediction, diagnosis and outcomes of diabetes mellitus",https://www.ukbiobank.ac.uk/projects/the-integrated-impact-of-genetics-multilevel-biomarkers-lifestyle-factors-and-environmental-exposures-on-the-prediction-diagnosis-and-outcomes-of-diabetes-mellitus/,"Ningbo University, China","Diabetes is a major global health threat, and an estimated 537 million adults (20-79 years) were living with diabetes in 2021, with a predicted rise…",3121 to 3130 of 6936 results found
313,7,27 September 2023,2023-09-27 01:00:00,Factors Affecting the Occurrence and Progression of Valvular Heart Disease.,https://www.ukbiobank.ac.uk/projects/factors-affecting-the-occurrence-and-progression-of-valvular-heart-disease/,"Columbia University, United States of America","Valvular heart disease is a common condition that can have serious health consequences. However, there is still much we don’t know about what causes it…",3121 to 3130 of 6936 results found
313,8,27 September 2023,2023-09-27 01:00:00,Defining novel measures of left ventricular contractility and their association with the risk of incident cardiovascular disease.,https://www.ukbiobank.ac.uk/projects/defining-novel-measures-of-left-ventricular-contractility-and-their-association-with-the-risk-of-incident-cardiovascular-disease/,"University of Leeds, Great Britain","Chronic heart failure (CHF) is a common condition characterised by symptoms of breathlessness, fatigue, and fluid retention. CHF also reduces life expectancy and is associated…",3121 to 3130 of 6936 results found
313,9,27 September 2023,2023-09-27 01:00:00,A diseases prediction model based on common variants (polygenic risk score) and rare variants (variant weighted gene burden scores) in whole exome sequencing data,https://www.ukbiobank.ac.uk/projects/a-diseases-prediction-model-based-on-common-variants-polygenic-risk-score-and-rare-variants-variant-weighted-gene-burden-scores-in-whole-exome-sequencing-data/,"Guangzhou KingMed Transformative Medicine Institute Co. Ltd., China",Our research aims to develop an advanced disease prediction model for complex diseases by integrating both common and rare genetic variants identified through whole-exome sequencing…,3121 to 3130 of 6936 results found
313,10,27 September 2023,2023-09-27 01:00:00,Association between early repolarization and cardiovascular outcomes and metabolic outcomes,https://www.ukbiobank.ac.uk/projects/association-between-early-repolarization-and-cardiovascular-outcomes-and-metabolic-outcomes/,"Sun Yat-Sen University, China",Early repolarization pattern (ERP) is a common electrocardiographic variant manifested as elevation of Q wave-R wave-S wave(QRS) junction (J-point) and QRS notching or slurring in…,3121 to 3130 of 6936 results found
314,1,22 September 2023,2023-09-22 01:00:00,Prediction of novel enhancement-targeting protein chimera target specificity from underlying genetic variability.,https://www.ukbiobank.ac.uk/projects/prediction-of-novel-enhancement-targeting-protein-chimera-target-specificity-from-underlying-genetic-variability/,"Watershed Informatics, United States of America","New advances in science permit new types of medicines to be made. We found one such advance, which uses a human cell’s normal function to…",3131 to 3140 of 6936 results found
314,2,22 September 2023,2023-09-22 01:00:00,Association between social determinants of health and chronic non-communicable diseases,https://www.ukbiobank.ac.uk/projects/association-between-social-determinants-of-health-and-chronic-non-communicable-diseases/,"LanZhou University, China","Chronic non-communicable diseases (CNCDs), including cardiovascular diseases, cancers, chronic respiratory diseases, diabetes, and mental disorders are a major public health challenge, accounting for 71% of…",3131 to 3140 of 6936 results found
314,3,22 September 2023,2023-09-22 01:00:00,Enabling discovery of genetic interactions for GWAS-informed precision therapeutics,https://www.ukbiobank.ac.uk/projects/enabling-discovery-of-genetic-interactions-for-gwas-informed-precision-therapeutics/,"Watershed Informatics, United States of America",Aims: Aim 1: Ensure our computational approach to improving the development of new medicines is useful in multiple contexts. Aim 2: Identify weaknesses…,3131 to 3140 of 6936 results found
314,4,20 September 2023,2023-09-20 01:00:00,Predicting the risk of Osteoporosis or Osteoporotic fracture using novel female-specific data fields.,https://www.ukbiobank.ac.uk/projects/predicting-the-risk-of-osteoporosis-or-osteoporotic-fracture-using-novel-female-specific-data-fields/,"Haleon plc, Great Britain",Aims: The first aim of our research is to assess whether currently used risk factors for osteoporosis and osteoporotic fracture risk show any bias…,3131 to 3140 of 6936 results found
314,5,20 September 2023,2023-09-20 01:00:00,An artificial intelligence-based approach for the early detection of chronic kidney diseases from digital retinal photographs,https://www.ukbiobank.ac.uk/projects/an-artificial-intelligence-based-approach-for-the-early-detection-of-chronic-kidney-diseases-from-digital-retinal-photographs/,"Khalifa University of Science and Technology, United Arab Emirates","Chronic Kidney Disease (CKD) is a serious condition that can lead to kidney failure. Diabetes is the leading cause of CKD, and people with diabetes…",3131 to 3140 of 6936 results found
314,6,20 September 2023,2023-09-20 01:00:00,Investigation the Association between Physical Activity and Sex-specific Cancer Risk Using the UK Biobank Data,https://www.ukbiobank.ac.uk/projects/investigation-the-association-between-physical-activity-and-sex-specific-cancer-risk-using-the-uk-biobank-data/,"Fudan University, China","Cancer risk is a person’s chance of getting cancer. It is affected by many things, like genetics, habits, environmental exposure, and health problems. Sex can…",3131 to 3140 of 6936 results found
314,7,20 September 2023,2023-09-20 01:00:00,Impact on population health and health care cost-savings of healthy and sustainable diet transitions in the UK,https://www.ukbiobank.ac.uk/projects/impact-on-population-health-and-health-care-cost-savings-of-healthy-and-sustainable-diet-transitions-in-the-uk/,"University of Edinburgh, Great Britain","We plan to study how changing to healthier and more environment-friendly diets (usually described by eating less meat, and eating more fruits, vegetables, legumes, and…",3131 to 3140 of 6936 results found
314,8,20 September 2023,2023-09-20 01:00:00,Associations of physical multimorbidity patterns and heart structure with cognition and neuroimaging outcomes,https://www.ukbiobank.ac.uk/projects/associations-of-physical-multimorbidity-patterns-and-heart-structure-with-cognition-and-neuroimaging-outcomes/,"The Hong Kong University of Science and Technology (Guangzhou), China","The project will study the potential associations of physical multimorbidity (such as chronic low back pain, Parkinson’s disease, stroke and knee osteoarthritis), heart structure, lung…",3131 to 3140 of 6936 results found
314,9,20 September 2023,2023-09-20 01:00:00,"Predicting cognitive dysfunction and psychosocial disability in schizophrenia using genetic, neuroimaging and environmental data",https://www.ukbiobank.ac.uk/projects/predicting-cognitive-dysfunction-and-psychosocial-disability-in-schizophrenia-using-genetic-neuroimaging-and-environmental-data/,"University of Galway, Ireland","Schizophrenia is a common mental illness and a major component is problems with cognition (memory, IQ, attention) that cause severe disability. These cognitive problems are…",3131 to 3140 of 6936 results found
314,10,20 September 2023,2023-09-20 01:00:00,"Improving healthspan by personalised medicine with deep AI tools on omics, inflammation and mitochondrial biomarkers.",https://www.ukbiobank.ac.uk/projects/improving-healthspan-by-personalised-medicine-with-deep-ai-tools-on-omics-inflammation-and-mitochondrial-biomarkers/,"Ambr Institute AS, Norway","Interrogated specialists and clinics have helped us to conceptualise an integrated solution mixing the analysis of several biomarkers from carefully selected hallmarks of ageing (genetic,…",3131 to 3140 of 6936 results found
315,1,20 September 2023,2023-09-20 01:00:00,"Predicting gastrointestinal tract cancers using genes, biomarkers and clinical risk factors",https://www.ukbiobank.ac.uk/projects/predicting-gastrointestinal-tract-cancers-using-genes-biomarkers-and-clinical-risk-factors/,"Queen's University Belfast, Great Britain","Specifically, we aim to: 1. Identify risk factors for digestive tract cancers that could be useful for predicting a person’s risk of developing a…",3141 to 3150 of 6936 results found
315,2,20 September 2023,2023-09-20 01:00:00,Development of the predictive risk models for cardiovascular diseases using a multimodality approach,https://www.ukbiobank.ac.uk/projects/development-of-the-predictive-risk-models-for-cardiovascular-diseases-using-a-multimodality-approach/,"Second Hospital of Tianjin Medical University, China",The aim of our research is to improve predictive risk models for cardiovascular diseases by investigating genetic mutations as causes or drivers of heart diseases…,3141 to 3150 of 6936 results found
315,3,18 September 2023,2023-09-18 01:00:00,Identification and Characterization of Loci Associated with Cardiometabolic Disease,https://www.ukbiobank.ac.uk/projects/identification-and-characterization-of-loci-associated-with-cardiometabolic-disease/,"Wake Forest School of Medicine, United States of America","Cardiometabolic disease, which includes components of elevated fasting blood sugar, high blood pressure (hypertension), cholesterol imbalance (dyslipidemia) and obesity, is a significant public health concern.",3141 to 3150 of 6936 results found
315,4,18 September 2023,2023-09-18 01:00:00,The clinical application of Waist-to-Height Ratio as a diagnostic indicator for obesity and comparation of obesity prevalence in eastern and western adult population,https://www.ukbiobank.ac.uk/projects/the-clinical-application-of-waist-to-height-ratio-as-a-diagnostic-indicator-for-obesity-and-comparation-of-obesity-prevalence-in-eastern-and-western-adult-population/,"West China Hospital of Sichuan University, China",Aims: We aim to compare the prevalence of obesity in the eastern and western adult population defined by using three diagnostic indicators for Adiposity-based Chronic…,3141 to 3150 of 6936 results found
315,5,15 September 2023,2023-09-15 01:00:00,Genomic association between cardiac adiposity and obesity: A prospective analysis of the UK Biobank participants,https://www.ukbiobank.ac.uk/projects/genomic-association-between-cardiac-adiposity-and-obesity-a-prospective-analysis-of-the-uk-biobank-participants/,"Macau University of Science and Technology, China","Obesity, a widely recognized metabolic risk indicator, is characterized by excessive fat accumulation in various fat depots, including heart fat depots. Heart fat accumulation mirrors…",3141 to 3150 of 6936 results found
315,6,15 September 2023,2023-09-15 01:00:00,"Identification of epidemiological, genetic and clinical risk factors for the development of neuroimmune diseases and epilepsy.",https://www.ukbiobank.ac.uk/projects/identification-of-epidemiological-genetic-and-clinical-risk-factors-for-the-development-of-neuroimmune-diseases-and-epilepsy/,"The First Affiliated Hospital of Chongqing Medical University, China",Disorders of the nervous system are important causes of death and disability around the world. 1 in every 9 individuals dies of a disorder of…,3141 to 3150 of 6936 results found
315,7,14 September 2023,2023-09-14 01:00:00,Omics Harbour: a multi-ancestry causal atlas of plasma proteome on human phoneme,https://www.ukbiobank.ac.uk/projects/omics-harbour-a-multi-ancestry-causal-atlas-of-plasma-proteome-on-human-phoneme/,"Ruijin Hospital, China","The DNA variations are quite different across different populations. Such difference will cause changes of protein levels within our body, and change our phenotypes (such…",3141 to 3150 of 6936 results found
315,8,14 September 2023,2023-09-14 01:00:00,A model for health risk prediction based on inherited DNA variation and clinical data,https://www.ukbiobank.ac.uk/projects/a-model-for-health-risk-prediction-based-on-inherited-dna-variation-and-clinical-data/,"Nationwide Childrens Hospital, United States of America","Aging is commonly associated with an increase in the risk of complex phenotypes onset, such as cardiovascular diseases, diabetes, cancer, etc. One can consider healthy…",3141 to 3150 of 6936 results found
315,9,13 September 2023,2023-09-13 01:00:00,Treatment selection for depression based on genetic predictors,https://www.ukbiobank.ac.uk/projects/treatment-selection-for-depression-based-on-genetic-predictors/,"Jheronimus Academy of Data Science, Netherlands",The aim of this research is to enhance the treatment of depressed patients. In specific it is intended to find better mechanisms to select the…,3141 to 3150 of 6936 results found
315,10,13 September 2023,2023-09-13 01:00:00,Performance of regional enrichment methods using exome data from the UK Biobank,https://www.ukbiobank.ac.uk/projects/performance-of-regional-enrichment-methods-using-exome-data-from-the-uk-biobank/,"Brown University, United States of America",The genomic era is defined by the ability to sequence an individual’s deoxyribonucleic acid (DNA) rapidly and in a cost efficient manner. This has led…,3141 to 3150 of 6936 results found
316,1,13 September 2023,2023-09-13 01:00:00,Multi-system diseases and death trajectory of metabolic dysfunction-associated fatty liver disease,https://www.ukbiobank.ac.uk/projects/multi-system-diseases-and-death-trajectory-of-metabolic-dysfunction-associated-fatty-liver-disease/,"West China Hospital of Sichuan University, China","Metabolic dysfunction-associated fatty liver disease (MAFLD) is a newly defined condition encompassing hepatic steatosis and metabolic dysfunction. However, the relationship between MAFLD and multisystem diseases…",3151 to 3160 of 6936 results found
316,2,13 September 2023,2023-09-13 01:00:00,"Investigating the complex associations of environmental factors, genetic background, broad phenotypes with the gut-organ axis",https://www.ukbiobank.ac.uk/projects/investigating-the-complex-associations-of-environmental-factors-genetic-background-broad-phenotypes-with-the-gut-organ-axis/,"Zhejiang Chinese Medical University., China","The “gut-organ axis” denotes a bidirectional relationship between the gastrointestinal system and other organs, with complex interplays between gut microbiota and the host’s immune system…",3151 to 3160 of 6936 results found
316,3,13 September 2023,2023-09-13 01:00:00,Developing and validating risk prediction methods for complex traits,https://www.ukbiobank.ac.uk/projects/developing-and-validating-risk-prediction-methods-for-complex-traits/,"Seonix Pty Ltd, Australia","Genetic testing is widely used to diagnose monogenic diseases, caused by changes in a single gene. However, many diseases are polygenic, that is they are…",3151 to 3160 of 6936 results found
316,4,7 September 2023,2023-09-07 01:00:00,Exploring the UK Biobank Olink proteomics data for individuals with high levels of a combination of specific proteins that may indicate coronary inflammation and predict poor clinical outcomes,https://www.ukbiobank.ac.uk/projects/exploring-the-uk-biobank-olink-proteomics-data-for-individuals-with-high-levels-of-a-combination-of-specific-proteins-that-may-indicate-coronary-inflammation-and-predict-poor-clinical-outcomes/,"PlaqueTec Ltd, Great Britain",We observed that elevated levels of certain proteins in a patient’s blood are associated with poor clinical outcomes in cardiovascular or COVID-19 clinical trials. To…,3151 to 3160 of 6936 results found
316,5,7 September 2023,2023-09-07 01:00:00,When the Weather Strikes: How Meteorological Factors Influence the Risk of Stroke and Heart Attack in UK Biobank Participants,https://www.ukbiobank.ac.uk/projects/when-the-weather-strikes-how-meteorological-factors-influence-the-risk-of-stroke-and-heart-attack-in-uk-biobank-participants/,"UK Biobank Ltd, Great Britain","Cardiovascular and cerebrovascular diseases are the leading causes of death and morbidity worldwide. Existing studies have identified a variety of risk factors, such as lifestyle…",3151 to 3160 of 6936 results found
316,6,7 September 2023,2023-09-07 01:00:00,Association Between Ultraprocessed Food Consumption and Risk of Incident CKD: A Cross-sectional and Prospective Analysis in the UK Biobank,https://www.ukbiobank.ac.uk/projects/association-between-ultraprocessed-food-consumption-and-risk-of-incident-ckd-a-cross-sectional-and-prospective-analysis-in-the-uk-biobank/,"The Second Affiliated Hospital of South China University of Technology, China",Aims:The aim of our research project is to investigate the relationship between eating highly processed foods and the risk of developing chronic kidney disease (CKD).,3151 to 3160 of 6936 results found
316,7,7 September 2023,2023-09-07 01:00:00,Understanding the role of rare and common genetic variation in human phenotypes,https://www.ukbiobank.ac.uk/projects/understanding-the-role-of-rare-and-common-genetic-variation-in-human-phenotypes/,"University of Exeter, Great Britain",Understanding human health and disease across a person’s life is essential and our work has important implications for public health and disease prevention. We work…,3151 to 3160 of 6936 results found
316,8,7 September 2023,2023-09-07 01:00:00,Metabolism and imaging phenotypes in the prevention and treatment of cardiac arrhythmia and heart failure,https://www.ukbiobank.ac.uk/projects/metabolism-and-imaging-phenotypes-in-the-prevention-and-treatment-of-cardiac-arrhythmia-and-heart-failure/,"Beijing Anzhen Hospital, Capital Medical University, China",Cardiac arrhythmia and heart failure are major cardiovascular diseases that affect millions of people worldwide. Several metabolic risk factors such as blood pressure and glucose…,3151 to 3160 of 6936 results found
316,9,7 September 2023,2023-09-07 01:00:00,Using UK Biobank data to support discovery research and drug development at Chugai,https://www.ukbiobank.ac.uk/projects/using-uk-biobank-data-to-support-discovery-research-and-drug-development-at-chugai/,"Chugai Pharmaceutical Co., Ltd., Japan",Recent studies have shown that lack of efficacy is the most common cause of failure in drug development. Some companies have increased the success rate…,3151 to 3160 of 6936 results found
316,10,7 September 2023,2023-09-07 01:00:00,"Investigating the genetics, lifestyles, environmental and clinical determinants and their interaction on development of hepatobiliary and pancreatic diseases/cancers.",https://www.ukbiobank.ac.uk/projects/investigating-the-genetics-lifestyles-environmental-and-clinical-determinants-and-their-interaction-on-development-of-hepatobiliary-and-pancreatic-diseases-cancers/,"South China University of Technology (SCUT), China","Hepatobiliary and pancreatic diseases/cancers always have poor prognosis, which lead to heavy burden of public health. Although there are treatments such as surgery, chemotherapy and…",3151 to 3160 of 6936 results found
317,1,7 September 2023,2023-09-07 01:00:00,Risk factors for acute respiratory distress syndrome and related conditions,https://www.ukbiobank.ac.uk/projects/risk-factors-for-acute-respiratory-distress-syndrome-and-related-conditions/,"University of Arizona, United States of America",Aims: To assess the genetic risk of acute respiratory distress syndrome (ARDS) and identify subgroups of patients more likely to respond to specific therapies.,3161 to 3170 of 6936 results found
317,2,7 September 2023,2023-09-07 01:00:00,Exploring brain aging through deep learning and Mendelian randomization with imaging genomics,https://www.ukbiobank.ac.uk/projects/exploring-brain-aging-through-deep-learning-and-mendelian-randomization-with-imaging-genomics/,"Beijing Friendship Hospital, Capital Medical University, China","The aging population is an important challenge in today’s society, followed by an increasing number of brain related degenerative diseases such as Parkinson’s and Alzheimer’s…",3161 to 3170 of 6936 results found
317,3,7 September 2023,2023-09-07 01:00:00,"Big Data Mining and Deep Learning to Improve Risk Prediction, Early diagnosis and Prognosis Evaluation of Chronic Diseases",https://www.ukbiobank.ac.uk/projects/big-data-mining-and-deep-learning-to-improve-risk-prediction-early-diagnosis-and-prognosis-evaluation-of-chronic-diseases/,"Tongji Hospital, China","Chronic diseases including cancer, diabetes and cardiovascular diseases are the leading causes of disability and death in the world, imposing a huge economic and disease…",3161 to 3170 of 6936 results found
317,4,7 September 2023,2023-09-07 01:00:00,To explore the multi-level biomarkers and mechanisms of neurodevelopmental disorders,https://www.ukbiobank.ac.uk/projects/to-explore-the-multi-level-biomarkers-and-mechanisms-of-neurodevelopmental-disorders/,"Xinhua Hospital, China","1. What is the primary change of the brain (including functional connectivity, gray matter volume and fiber integrity) for neurodevelopmental disorders? 2. Are these…",3161 to 3170 of 6936 results found
317,5,7 September 2023,2023-09-07 01:00:00,"How a Machine Looks Into the Eyes of a Human – Explaining how artificial intelligence deduces properties from retina images, to enrich the medical understanding of eyes and overcome regulatory barrier",https://www.ukbiobank.ac.uk/projects/how-a-machine-looks-into-the-eyes-of-a-human-explaining-how-artificial-intelligence-deduces-properties-from-retina-images-to-enrich-the-medical-understanding-of-eyes-and-overcome-regulatory-barrier/,"University of Toronto, Canada","AI models are able to see properties in the human retina that physicians didn’t know were possible. For example, an AI model can deduce the…",3161 to 3170 of 6936 results found
317,6,7 September 2023,2023-09-07 01:00:00,An examination of cardiometabolic risk and event rates in individuals who have undergone bariatric surgery,https://www.ukbiobank.ac.uk/projects/an-examination-of-cardiometabolic-risk-and-event-rates-in-individuals-who-have-undergone-bariatric-surgery/,"University of Minnesota Twin Cities, United States of America","Obesity in industrialized nations is a deepening health crisis. Among the many strategies that have been developed to address it, weight loss surgery remains one…",3161 to 3170 of 6936 results found
317,7,7 September 2023,2023-09-07 01:00:00,"Artificial intelligence supported data harmonization and analysis, for the identification of prognostic factors related to balance/gait disorders and risk of falls",https://www.ukbiobank.ac.uk/projects/artificial-intelligence-supported-data-harmonization-and-analysis-for-the-identification-of-prognostic-factors-related-to-balance-gait-disorders-and-risk-of-falls/,"University College London, Great Britain",In this project we will review the UK Biobank data to find which factors or characteristics may contribute to falls or increase the risk of…,3161 to 3170 of 6936 results found
317,8,7 September 2023,2023-09-07 01:00:00,Glaucoma detection based on artificial intelligence,https://www.ukbiobank.ac.uk/projects/glaucoma-detection-based-on-artificial-intelligence/,"University of Tennessee Health Sciences Center, United States of America",Glaucoma is the second leading causes of blindness worldwide. Glaucoma will become even more prevalent in the coming decades due to the aging population. The…,3161 to 3170 of 6936 results found
317,9,6 September 2023,2023-09-06 01:00:00,The “burstiness” of physical activity and associations with all-cause mortality.,https://www.ukbiobank.ac.uk/projects/the-burstiness-of-physical-activity-and-associations-with-all-cause-mortality/,"University of Queensland, Australia",Physical activity is an important factor for good lifelong health. The total amount of physical activity accumulated per week is associated with a lower risk…,3161 to 3170 of 6936 results found
317,10,5 September 2023,2023-09-05 01:00:00,Biostatistics on health and Traditional Chinese Medicine Theories,https://www.ukbiobank.ac.uk/projects/biostatistics-on-health-and-traditional-chinese-medicine-theories/,"Beijing University of Chinese Medicine, China","In Traditional Chinese Medicine Theory, certain symptoms are correlated. For example, people with watery stools are more likely to have cold feet while People with…",3161 to 3170 of 6936 results found
318,1,5 September 2023,2023-09-05 01:00:00,"Exposome, genetic predisposition in complex diseases and multimorbidity",https://www.ukbiobank.ac.uk/projects/exposome-genetic-predisposition-in-complex-diseases-and-multimorbidity/,"INSERM, France","The causes of complex diseases are still poorly understood and are likely to involve multiple factors including genetic susceptibility, environmental exposures, lifestyle, the social and…",3171 to 3180 of 6936 results found
318,2,4 September 2023,2023-09-04 01:00:00,The application of deep learning in low-field MRI,https://www.ukbiobank.ac.uk/projects/the-application-of-deep-learning-in-low-field-mri/,"University of Hong Kong, Hong Kong","MRI/mri: magnetic resonance imaging, SNR: signal-to-noise ratio 1 Research aim is to advance the mri in low field using deep learning, especially suppressing the noise…",3171 to 3180 of 6936 results found
