app_id,start_date,month,pre_post_july_2024,title,institution,website_url,HIGH_SENSITIVITY,LOWER_SENSITIVITY_COMPARISON,LOW_STRICT,hs_wes_wgs_sequence,hs_s3_direct,hs_s3_text,hs_o2_field,hs_restricted_field,linked_field_count,linked_s3_field_count,linked_s3_field_count_timing_conservative,linked_o2_field_count,linked_restricted_field_count,field_debut_after_project_start,field_debut_after_project_start_ids,control_layer,control_evidence_type,control_matched_term,control_inferred_product,previous_classification,previous_confidence,legacy_route_modalities,already_rap_modalities,hs_sequence_product_term,hs_sequence_product_source,hs_sequence_product_excerpt,hs_s3_text_term,hs_s3_text_source,hs_s3_text_source_field_ids,hs_s3_text_source_field_titles,hs_s3_text_family,hs_s3_text_excerpt,evidence_source,evidence_detail,classification_reason
75713,2022-01-17,2022-01,pre_july_2024,Establish Metabolome Atlases and Investigate the Associated Genetic Basis,University of North Carolina at Charlotte,https://www.ukbiobank.ac.uk/projects/establish-metabolome-atlases-and-investigate-the-associated-genetic-basis/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
75732,2022-02-24,2022-02,pre_july_2024,Application of machine learning for classification of late-life diseases and their outcome prediction,Shenzhen Kangning Hospital,https://www.ukbiobank.ac.uk/projects/application-of-machine-learning-for-classification-of-late-life-diseases-and-their-outcome-prediction/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING|QUESTIONNAIRES_ASSESSMENT,,,,,magnetic resonance imaging,schema27_notes,20207; 20215; 31001; 31002; 31003; 31004; 31005; 31006; 31007; 31008; 31236; 31237; 31238; 31239; 31240; 31241; 31242; 32136; 1020207; 1020215; 1025750; 1025751; 1025752; 1025753; 1025754; 1025755; 1032136; 2020207; 2020215; 2025750; 2025751; 2025752; 2025753; 2025754; 2025755; 2032136,Scout images for heart MRI - DICOM; Scout images for brain scans - DICOM; Native aparc a2009s dMRI; Native aparc dMRI; Native Glasser dMRI; Native Schaefer7n200p dMRI; Native Schaefer7n500p dMRI; Native Tian Subcortex S1 3T dMRI; Native Tian Subcortex S4 3T dMRI; Native Schaefer7n1000p dMRI; PANDORA: included in dMRI tracts; PANDORA: included in tfMRI cope1; ... +24 more,Mixed s3 imaging/file fields,"...es for early diagnosis, and tell us what and where our brain changed. Second, we used the magnetic Resonance Imaging (MRI) data at baseline to predict their outcome endpoints of late-life diseases in the longitudinal data at follow-up, and tell us what and where our b...",S3-derived application text,schema27_notes term=magnetic resonance imaging field_family=Mixed s3 imaging/file fields,application text matched high-precision term derived from the 199 s3 Schema 1 fields
75745,2022-02-24,2022-02,pre_july_2024,Investigating disparities in healthcare outcomes for patients with asthma,Queen's University Belfast,https://www.ukbiobank.ac.uk/projects/investigating-disparities-in-healthcare-outcomes-for-patients-with-asthma/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,only strict low-granularity legacy modality evidence and no high flags
75750,2023-06-09,2023-06,pre_july_2024,Deep learning algorithms based on ocular and health status predict cognitive dysfunction and development of dementia.,AEYE Health.,https://www.ukbiobank.ac.uk/projects/deep-learning-algorithms-based-on-ocular-and-health-status-predict-cognitive-dysfunction-and-development-of-dementia/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING|PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
75807,2021-12-08,2021-12,pre_july_2024,Cognitive neuroimaging genomics to advance our understanding of brain function and its disorders,Zhejiang University,https://www.ukbiobank.ac.uk/projects/cognitive-neuroimaging-genomics-to-advance-our-understanding-of-brain-function-and-its-disorders/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING|QUESTIONNAIRES_ASSESSMENT,,,,,brain imaging,schema27_notes,20215; 20216; 20217; 20218; 20219; 20220; 20221; 20225; 20227; 20249; 20250; 20251; 20252; 20253; 20266; 26300; 31219; 31220; 31221; 31222; 31223; 31224; 31225; 31226; 31227; 31228; 31229; 31230; 31231; 31232; 31233; 31234; 31235; 31236; 31237; 31238; 31239; 31240; 31241; 31242; 31243; 31244; 1020215; 1020216; 1020217; 1020218; 1020219; 1020220; 1020221; 1020225; 1020227; 1020249; 1020250; 1020251; 1020252; 1020253; 1020266; 1026300; 2020215; 2020216; 2020217; 2020218; 2020219; 2020220; 2020221; 2020225; 2020227; 2020249; 2020250; 2020251; 2020252; 2020253; 2020266; 2026300,Scout images for brain scans - DICOM; T1 structural brain images - DICOM; Functional brain images - task - DICOM; Multiband diffusion brain images - DICOM; Susceptibility weighted brain images - DICOM; T2 FLAIR structural brain images - DICOM; T2/PD brain images - DICOM; Functional brain images - resting - DICOM; Functional brain images - resting - NIFTI; Functional brain images - task - NIFTI; Multiband diffusion brain images - NIFTI; Susceptibility weighted brain images - NIFTI; ... +62 more,Brain MRI/imaging,"Aims: How do genetic and early life factors regulate brain circuits that underlie cognition (e.g., spatial navigation, memory, and language) in healthy aging and diseases (e.g., Alzheimer's disease)? This project aims to explore...",S3-derived application text,schema27_notes term=brain imaging field_family=Brain MRI/imaging,application text matched high-precision term derived from the 199 s3 Schema 1 fields
75848,2022-02-24,2022-02,pre_july_2024,"The relationship between anxiety diagnosis, childhood adversity, and the experience of chronic pain (in adults)",University of Stirling,https://www.ukbiobank.ac.uk/projects/the-relationship-between-anxiety-diagnosis-childhood-adversity-and-the-experience-of-chronic-pain-in-adults/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,MEDIUM,QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=QUESTIONNAIRES_ASSESSMENT,only strict low-granularity legacy modality evidence and no high flags
75905,2021-12-07,2021-12,pre_july_2024,Systemic evaluation of the Associations of environmental factors with the risk of mortality and morbidity,Fujian Medical University,https://www.ukbiobank.ac.uk/projects/systemic-evaluation-of-the-associations-of-environmental-factors-with-the-risk-of-mortality-and-morbidity/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|ENVIRONMENT_GEOSPATIAL|GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
75922,2021-11-16,2021-11,pre_july_2024,Investigating the pattern of physical activity as the prescriptions for improving cancer prognosis,Seoul National University,https://www.ukbiobank.ac.uk/projects/investigating-the-pattern-of-physical-activity-as-the-prescriptions-for-improving-cancer-prognosis/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,LINKED_HEALTH_RECORDS|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
75946,2022-03-18,2022-03,pre_july_2024,"Sex, Gender and Brain Health",CHU Sainte-Justine Research Center,https://www.ukbiobank.ac.uk/projects/sex-gender-and-brain-health/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76000,2022-11-30,2022-11,pre_july_2024,Development and validation of polygenic risk score models for Taiwanese population,Taiwan AI Labs,https://www.ukbiobank.ac.uk/projects/development-and-validation-of-polygenic-risk-score-models-for-taiwanese-population/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76037,2021-12-08,2021-12,pre_july_2024,Machine learning for risk gene identification and personal disease risk prediction,Helmholtz Zentrum Munchen,https://www.ukbiobank.ac.uk/projects/machine-learning-for-risk-gene-identification-and-personal-disease-risk-prediction/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76059,2022-09-16,2022-09,pre_july_2024,Brain Injury After COVID-19 infection Biomarker Study (BIACOB),Imperial College London,https://www.ukbiobank.ac.uk/projects/brain-injury-after-covid-19-infection-biomarker-study-biacob/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|IMAGING|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76085,2021-11-16,2021-11,pre_july_2024,The utility of polygenic risk score (PRS) to identify the risk of gestational diabetes mellitus (GDM) in pregnant women,"Prenome, Inc",https://www.ukbiobank.ac.uk/projects/the-utility-of-polygenic-risk-score-prs-to-identify-the-risk-of-gestational-diabetes-mellitus-gdm-in-pregnant-women/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|PHYSICAL_MEASURES,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76092,2021-11-02,2021-11,pre_july_2024,"Uncovering the causal mechanism between environmental exposure and cancer by integrating exposome, genomic, clinical phenomic and radiomic data",Tianjin Medical University,https://www.ukbiobank.ac.uk/projects/uncovering-the-causal-mechanism-between-environmental-exposure-and-cancer-by-integrating-exposome-genomic-clinical-phenomic-and-radiomic-data/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|ENVIRONMENT_GEOSPATIAL,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76118,2021-11-02,2021-11,pre_july_2024,Risk and Protective Factors Associated with Cardiometabolic Multimorbidity.,Xiangya Hospital of Central South University,https://www.ukbiobank.ac.uk/projects/risk-and-protective-factors-associated-with-cardiometabolic-multimorbidity/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,MEDIUM,QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=QUESTIONNAIRES_ASSESSMENT,only strict low-granularity legacy modality evidence and no high flags
76125,2022-05-13,2022-05,pre_july_2024,"Characterizing the impact of shocks in clinical care on disease onset, prediction, and prognostic algorithms: a focus on the COVID-19 pandemic","Flagship Pioneering Labs TPC, INC",https://www.ukbiobank.ac.uk/projects/characterizing-the-impact-of-shocks-in-clinical-care-on-disease-onset-prediction-and-prognostic-algorithms-a-focus-on-the-covid-19-pandemic/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76139,2022-06-01,2022-06,pre_july_2024,"The analysis of genetic links among socioeconomics, healthy aging, and disease prevention",University of Pennsylvania,https://www.ukbiobank.ac.uk/projects/the-analysis-of-genetic-links-among-socioeconomics-healthy-aging-and-disease-prevention/,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,C6,broader_contextual_sequence_evidence,gene burden / variant burden / collapsing analysis,Likely WES/WGS rare variant burden analysis,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS,,WES,control_inferred_product,Likely WES/WGS rare variant burden analysis,,,,,,,explicit WES/WGS or sequence-product evidence,control_inferred_product=WES,"concrete WES/WGS, sequence data, or sequence-product term in observable evidence"
76156,2022-05-30,2022-05,pre_july_2024,Estimating genetic prevalence of rare metabolic diseases in UKB,"Travere Therapeutics, Inc.",https://www.ukbiobank.ac.uk/projects/estimating-genetic-prevalence-of-rare-metabolic-diseases-in-ukb/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76173,2021-10-26,2021-10,pre_july_2024,Genome-wide association study of Myalgic Encephalomyelitis / Chronic Fatigue Syndrome (ME/CFS),University of Edinburgh,https://www.ukbiobank.ac.uk/projects/genome-wide-association-study-of-myalgic-encephalomyelitis-chronic-fatigue-syndrome-me-cfs/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76194,2021-08-26,2021-08,pre_july_2024,"Associations of genetic factors, healthy lifestyle behavior, and environmental pollution with chronic respiratory diseases",Nanjing Medical University,https://www.ukbiobank.ac.uk/projects/associations-of-genetic-factors-healthy-lifestyle-behavior-and-environmental-pollution-with-chronic-respiratory-diseases/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76248,2021-12-07,2021-12,pre_july_2024,Multiple exposures and chronic diseases: correlation and risk estimation,Peking Union Medical College,https://www.ukbiobank.ac.uk/projects/multiple-exposures-and-chronic-diseases-correlation-and-risk-estimation/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,MEDIUM,QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=QUESTIONNAIRES_ASSESSMENT,only strict low-granularity legacy modality evidence and no high flags
76269,2022-03-25,2022-03,pre_july_2024,Multimodal machine learning study of neurodegenerative diseases,Boston University (US),https://www.ukbiobank.ac.uk/projects/multimodal-machine-learning-study-of-neurodegenerative-diseases/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76276,2022-09-20,2022-09,pre_july_2024,Neurofunctional Domains of Addiction,National Institute on Alcohol Abuse and Alcoholism,https://www.ukbiobank.ac.uk/projects/neurofunctional-domains-of-addiction/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76282,2021-10-06,2021-10,pre_july_2024,Evaluation of breast cancer risk assessment models in UK Biobank,Queen Mary University of London,https://www.ukbiobank.ac.uk/projects/evaluation-of-breast-cancer-risk-assessment-models-in-uk-biobank/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76314,2021-11-09,2021-11,pre_july_2024,Identification of gene-environment interactions that predict head and neck cancer (HNC) - a machine learning approach.,University of Gothenburg,https://www.ukbiobank.ac.uk/projects/identification-of-gene-environment-interactions-that-predict-head-and-neck-cancer-hnc-a-machine-learning-approach/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76322,2022-05-24,2022-05,pre_july_2024,"Shift work, circadian rhythm and risk of CVDs and hormone related cancers",Chinese University of Hong Kong,https://www.ukbiobank.ac.uk/projects/shift-work-circadian-rhythm-and-risk-of-cvds-and-hormone-related-cancers/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76333,2021-09-02,2021-09,pre_july_2024,Artificial intelligence/machine learning for Cardiovascular Diseases in Multiscale Modeling,Linkou Chang Gung Memorial Hospital,https://www.ukbiobank.ac.uk/projects/artificial-intelligence-machine-learning-for-cardiovascular-diseases-in-multiscale-modeling/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76351,2022-01-13,2022-01,pre_july_2024,External validation of individual-level risk prediction models for prediabetes and type 2 diabetes complications,University of Hong Kong,https://www.ukbiobank.ac.uk/projects/external-validation-of-individual-level-risk-prediction-models-for-prediabetes-and-type-2-diabetes-complications/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76398,2021-10-19,2021-10,pre_july_2024,Rare variant burden and polygenic risk in PKD and Alport syndrome disease severity,Royal College of Surgeons in Ireland,https://www.ukbiobank.ac.uk/projects/rare-variant-burden-and-polygenic-risk-in-pkd-and-alport-syndrome-disease-severity/,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,C3,broader_contextual_sequence_evidence,gene burden / variant burden / collapsing analysis,Likely WES/WGS rare variant burden analysis,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION,,gene/variant burden or collapsing analysis,stage3_source_text_evidence,...e]: Rare variant burden and polygenic risk in PKD and Alport syndrome disease severity || GENERIC_GENETIC_LANGUAGE [schema27_title]: Rare variant burden and polygenic risk in PKD and Alport syndrome disease severity,,,,,,,explicit WES/WGS or sequence-product evidence,stage3_source_text_evidence=gene/variant burden or collapsing analysis,"concrete WES/WGS, sequence data, or sequence-product term in observable evidence"
76426,2022-02-08,2022-02,pre_july_2024,Patterns of dietary salt intake and atopic dermatitis,"University of California, San Francisco",https://www.ukbiobank.ac.uk/projects/patterns-of-dietary-salt-intake-and-atopic-dermatitis/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76442,2022-05-19,2022-05,pre_july_2024,Retinal Analytics via Machine learning aiding Physics (RAMP),Singapore-MIT Alliance for Research and Technology,https://www.ukbiobank.ac.uk/projects/retinal-analytics-via-machine-learning-aiding-physics-ramp/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76457,2022-02-09,2022-02,pre_july_2024,"AI-based diagnosis, prediction and precision medicine of metabolic diseases",Peking University,https://www.ukbiobank.ac.uk/projects/ai-based-diagnosis-prediction-and-precision-medicine-of-metabolic-diseases/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|IMAGING,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76517,2021-12-03,2021-12,pre_july_2024,A Dynamic Network Approach for the Study of Human Phenotypes using UK Biobank,Karolinska Institutet,https://www.ukbiobank.ac.uk/projects/a-dynamic-network-approach-for-the-study-of-human-phenotypes-using-uk-biobank/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76538,2022-01-17,2022-01,pre_july_2024,"Applying strategies for lifecourse epidemiology by combining genetics, the principles of Mendelian randomisation and longitudinal observational methods",University of Bristol,https://www.ukbiobank.ac.uk/projects/applying-strategies-for-lifecourse-epidemiology-by-combining-genetics-the-principles-of-mendelian-randomisation-and-longitudinal-observational-methods/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76555,2022-05-12,2022-05,pre_july_2024,Is alcohol a key component of the Mediterranean diet or simply a convenient freeloader?,University of Leeds,https://www.ukbiobank.ac.uk/projects/is-alcohol-a-key-component-of-the-mediterranean-diet-or-simply-a-convenient-freeloader/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76564,2022-11-10,2022-11,pre_july_2024,"Uncovering the cause-and-effect relationship between immunonutrients, infectious diseases and diet-related diseases using UK-Biobank and other cohort studies",IBS.Granada,https://www.ukbiobank.ac.uk/projects/uncovering-the-cause-and-effect-relationship-between-immunonutrients-infectious-diseases-and-diet-related-diseases-using-uk-biobank-and-other-cohort-studies/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76586,2021-10-26,2021-10,pre_july_2024,[For MSc project] Identifying memory processes in decline during menopausal transition and the neuroprotective effects of extraneous oestrogen using machine learning,King's College London,https://www.ukbiobank.ac.uk/projects/for-msc-project-identifying-memory-processes-in-decline-during-menopausal-transition-and-the-neuroprotective-effects-of-extraneous-oestrogen-using-machine-learning/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING|PHYSICAL_MEASURES,,,,,magnetic resonance imaging,schema27_notes,20207; 20215; 31001; 31002; 31003; 31004; 31005; 31006; 31007; 31008; 31236; 31237; 31238; 31239; 31240; 31241; 31242; 32136; 1020207; 1020215; 1025750; 1025751; 1025752; 1025753; 1025754; 1025755; 1032136; 2020207; 2020215; 2025750; 2025751; 2025752; 2025753; 2025754; 2025755; 2032136,Scout images for heart MRI - DICOM; Scout images for brain scans - DICOM; Native aparc a2009s dMRI; Native aparc dMRI; Native Glasser dMRI; Native Schaefer7n200p dMRI; Native Schaefer7n500p dMRI; Native Tian Subcortex S1 3T dMRI; Native Tian Subcortex S4 3T dMRI; Native Schaefer7n1000p dMRI; PANDORA: included in dMRI tracts; PANDORA: included in tfMRI cope1; ... +24 more,Mixed s3 imaging/file fields,"...rogen as women transitioned to the menopause. Their studies used lower quality scans from Magnetic Resonance Imaging (MRI) than are now available from UK Biobank, and they controlled for a relatively small number of confounders (e.g. Body Mass Index, education level,...",S3-derived application text,schema27_notes term=magnetic resonance imaging field_family=Mixed s3 imaging/file fields,application text matched high-precision term derived from the 199 s3 Schema 1 fields
76593,2022-02-08,2022-02,pre_july_2024,Anthropometric characteristics and the risk of atrial fibrillation and cardiovascular diseases in different age groups,Seoul National University Hospital,https://www.ukbiobank.ac.uk/projects/anthropometric-characteristics-and-the-risk-of-atrial-fibrillation-and-cardiovascular-diseases-in-different-age-groups/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING|PHYSICAL_MEASURES,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76604,2023-02-16,2023-02,pre_july_2024,The epidemiology of small brain infarcts on MRI: a large-scale population-based UK Biobank study,VASCage GmbH,https://www.ukbiobank.ac.uk/projects/the-epidemiology-of-small-brain-infarcts-on-mri-a-large-scale-population-based-uk-biobank-study/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING|PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,,,,,magnetic resonance imaging,schema27_notes,20207; 20215; 31001; 31002; 31003; 31004; 31005; 31006; 31007; 31008; 31236; 31237; 31238; 31239; 31240; 31241; 31242; 32136; 1020207; 1020215; 1025750; 1025751; 1025752; 1025753; 1025754; 1025755; 1032136; 2020207; 2020215; 2025750; 2025751; 2025752; 2025753; 2025754; 2025755; 2032136,Scout images for heart MRI - DICOM; Scout images for brain scans - DICOM; Native aparc a2009s dMRI; Native aparc dMRI; Native Glasser dMRI; Native Schaefer7n200p dMRI; Native Schaefer7n500p dMRI; Native Tian Subcortex S1 3T dMRI; Native Tian Subcortex S4 3T dMRI; Native Schaefer7n1000p dMRI; PANDORA: included in dMRI tracts; PANDORA: included in tfMRI cope1; ... +24 more,Mixed s3 imaging/file fields,"...of the general elderly population, recent small infarcts are detected when they undergo a magnetic resonance imaging (MRI) scan of the brain. The cause of these brain infarcts is unknown. Over the last years, limited progress has been made in our understanding of the...",S3-derived application text,schema27_notes term=magnetic resonance imaging field_family=Mixed s3 imaging/file fields,application text matched high-precision term derived from the 199 s3 Schema 1 fields
76615,2021-10-05,2021-10,pre_july_2024,Machine learning-based disease risk prediction in large-scale genomic cohorts from multiethnic populations,Tohoku University,https://www.ukbiobank.ac.uk/projects/machine-learning-based-disease-risk-prediction-in-large-scale-genomic-cohorts-from-multiethnic-populations/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76627,2021-10-19,2021-10,pre_july_2024,"The effect of genetic and environmental factors, and their interaction on prevalent and incident cardiometabolic disease.",University Medical Center Groningen,https://www.ukbiobank.ac.uk/projects/the-effect-of-genetic-and-environmental-factors-and-their-interaction-on-prevalent-and-incident-cardiometabolic-disease/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76636,2021-10-20,2021-10,pre_july_2024,Analysis of the influencing factors of dementia,Jinan University,https://www.ukbiobank.ac.uk/projects/analysis-of-the-influencing-factors-of-dementia/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
76658,2021-11-02,2021-11,pre_july_2024,Investigation of genetic variants associated with circulating levels of cardiometabolic biomarkers and outcomes.,Lund University,https://www.ukbiobank.ac.uk/projects/investigation-of-genetic-variants-associated-with-circulating-levels-of-cardiometabolic-biomarkers-and-outcomes/,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,C3,broader_contextual_sequence_evidence,loss-of-function / pLoF / protein-truncating variants,Likely WES/WGS rare coding variant analysis,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS,,loss-of-function / pLoF / protein-truncating variants,schema27_notes,"...o the processes that lead to cardiovascular diseases. Some genetic mutations, also called loss-of-functions variants, are responsible to disrupt the function of the genes that encode for the proteins and are deeply implicated or even causative of a specific diseas...",,,,,,,explicit WES/WGS or sequence-product evidence,schema27_notes=loss-of-function / pLoF / protein-truncating variants,"concrete WES/WGS, sequence data, or sequence-product term in observable evidence"
76670,2021-10-11,2021-10,pre_july_2024,Nutritional and lifestyle influences on the risk and outcome of different metabolic dysfunction-associated fatty liver disease (MAFLD) subtypes,Sun Yat-Sen University,https://www.ukbiobank.ac.uk/projects/nutritional-and-lifestyle-influences-on-the-risk-and-outcome-of-different-metabolic-dysfunction-associated-fatty-liver-disease-mafld-subtypes/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,MEDIUM,QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=QUESTIONNAIRES_ASSESSMENT,only strict low-granularity legacy modality evidence and no high flags
