website_page,website_index_on_page,website_start_date,website_start_date_text,website_title,website_institution,website_url,match_status,match_method,matched_app_id,schema27_title,schema27_institution,candidate_app_ids
390,9,2022-09-14,14 September 2022,Association between systemic immunity and cholelithiasis.,"Fudan University, China",https://www.ukbiobank.ac.uk/projects/association-between-systemic-immunity-and-cholelithiasis/,matched,unique_normalized_title,91660,Association between systemic immunity and cholelithiasis.,Fudan University,91660
390,10,2022-09-14,14 September 2022,"Investigating the relationship between neuroimaging measures, clinical profiles and cognitive performance as associated with immuno-metabolic biomarkers in neuropsychiatric disorders.","University of Birmingham, Great Britain",https://www.ukbiobank.ac.uk/projects/investigating-the-relationship-between-neuroimaging-measures-clinical-profiles-and-cognitive-performance-as-associated-with-immuno-metabolic-biomarkers-in-neuropsychiatric-disorders/,matched,unique_normalized_title,92051,"Investigating the relationship between neuroimaging measures, clinical profiles and cognitive performance as associated with immuno-metabolic biomarkers in neuropsychiatric disorders.",University of Birmingham,92051
391,1,2022-09-14,14 September 2022,Assessing the role of newly discovered fruit and vegetable phytonutrients and the impact on health outcomes,"Brightseed, Inc, United States of America",https://www.ukbiobank.ac.uk/projects/assessing-the-role-of-newly-discovered-fruit-and-vegetable-phytonutrients-and-the-impact-on-health-outcomes/,matched,unique_normalized_title,92495,Assessing the role of newly discovered fruit and vegetable phytonutrients and the impact on health outcomes,"Brightseed, Inc",92495
391,2,2022-09-14,14 September 2022,Use of UK Biobank data to support drug discovery and development,"Orion Corporation, Finland",https://www.ukbiobank.ac.uk/projects/use-of-uk-biobank-data-to-support-drug-discovery-and-development/,matched,unique_normalized_title,92756,Use of UK Biobank data to support drug discovery and development,Orion Corporation,92756
391,3,2022-09-14,14 September 2022,Effects of alcohol abstinence on cardiovascular outcomes in patients with hypertension,"Second Affiliated Hospital of Soochow University, China",https://www.ukbiobank.ac.uk/projects/effects-of-alcohol-abstinence-on-cardiovascular-outcomes-in-patients-with-hypertension/,matched,unique_normalized_title,92827,Effects of alcohol abstinence on cardiovascular outcomes in patients with hypertension,Second Affiliated Hospital of Soochow University,92827
391,4,2022-09-14,14 September 2022,"Exploring the benefits of foods rich in high molecular weight polyphenols on non-alcoholic fatty liver disease incidence and cardiometabolic comorbidities, gut health and cognitive function.","University of East Anglia, Great Britain",https://www.ukbiobank.ac.uk/projects/exploring-the-benefits-of-foods-rich-in-high-molecular-weight-polyphenols-on-non-alcoholic-fatty-liver-disease-incidence-and-cardiometabolic-comorbidities-gut-health-and-cognitive-function/,matched,unique_normalized_title,77861,"Exploring the benefits of foods rich in high molecular weight polyphenols on non-alcoholic fatty liver disease incidence and cardiometabolic comorbidities, gut health and cognitive function.",University of East Anglia,77861
391,5,2022-09-14,14 September 2022,"Identification of Short tandem repeats (STRs) in cancer patient genome and their association with gene, miRNA and pathology results","Queensland University of Technology, Australia",https://www.ukbiobank.ac.uk/projects/identification-of-short-tandem-repeats-strs-in-cancer-patient-genome-and-their-association-with-gene-mirna-and-pathology-results/,matched,unique_normalized_title,80328,"Identification of Short tandem repeats (STRs) in cancer patient genome and their association with gene, miRNA and pathology results",Queensland University of Technology,80328
391,6,2022-09-14,14 September 2022,Computational approaches to understanding the full spectrum of variant effects in rare disease and common neurological traits.,"University of Oxford, Great Britain",https://www.ukbiobank.ac.uk/projects/computational-approaches-to-understanding-the-full-spectrum-of-variant-effects-in-rare-disease-and-common-neurological-traits/,matched,unique_normalized_title,81050,Computational approaches to understanding the full spectrum of variant effects in rare disease and common neurological traits.,University of Oxford,81050
391,7,2022-09-14,14 September 2022,Validation of variant pathogenicity and penetrance for genetic screening applications,"Rady Children's Institute for Genomic Medicine, United States of America",https://www.ukbiobank.ac.uk/projects/validation-of-variant-pathogenicity-and-penetrance-for-genetic-screening-applications/,matched,unique_normalized_title,82213,Validation of variant pathogenicity and penetrance for genetic screening applications,Rady Children's Institute for Genomic Medicine,82213
391,8,2022-09-14,14 September 2022,Investigating the role of air pollution in tumour initiation across cancer types.,"The Francis Crick Institute Limited, Great Britain",https://www.ukbiobank.ac.uk/projects/investigating-the-role-of-air-pollution-in-tumour-initiation-across-cancer-types/,matched,unique_normalized_title,82693,Investigating the role of air pollution in tumour initiation across cancer types.,The Francis Crick Institute Limited,82693
391,9,2022-09-14,14 September 2022,Advancing understanding of multi-morbidity in metabolic disease through innovation in statistical machine learning,"University of Manchester, Great Britain",https://www.ukbiobank.ac.uk/projects/advancing-understanding-of-multi-morbidity-in-metabolic-disease-through-innovation-in-statistical-machine-learning/,matched,unique_normalized_title,83855,Advancing understanding of multi-morbidity in metabolic disease through innovation in statistical machine learning,University of Manchester,83855
391,10,2022-09-14,14 September 2022,"Genetics, endophenotypic, and epidemiological studies to support genetically-guided drug development at Eisai","Eisai Inc., United States of America",https://www.ukbiobank.ac.uk/projects/genetics-endophenotypic-and-epidemiological-studies-to-support-genetically-guided-drug-development-at-eisai/,matched,unique_normalized_title,84161,"Genetics, endophenotypic, and epidemiological studies to support genetically-guided drug development at Eisai",Eisai Inc.,84161
392,1,2022-09-14,14 September 2022,Complementing human data centric approaches to discover novel therapies and biomarkers at Novo Nordisk,"Novo Nordisk A/S, Denmark",https://www.ukbiobank.ac.uk/projects/complementing-human-data-centric-approaches-to-discover-novel-therapies-and-biomarkers-at-novo-nordisk/,matched,unique_normalized_title,86252,Complementing human data centric approaches to discover novel therapies and biomarkers at Novo Nordisk,Novo Nordisk A/S,86252
392,2,2022-09-14,14 September 2022,"Prediction of complex disease occurrence and progression with polygenic risk scores, machine learning, and multimodal data.","Tempus Labs, Inc, United States of America",https://www.ukbiobank.ac.uk/projects/prediction-of-complex-disease-occurrence-and-progression-with-polygenic-risk-scores-machine-learning-and-multimodal-data/,matched,unique_normalized_title,88417,"Prediction of complex disease occurrence and progression with polygenic risk scores, machine learning, and multimodal data.","Tempus Labs, Inc",88417
392,3,2022-09-14,14 September 2022,The role of 24-hour physical behaviours and health and multimorbidity outcomes in UK Biobank,"University of Leicester, Great Britain",https://www.ukbiobank.ac.uk/projects/the-role-of-24-hour-physical-behaviours-and-health-and-multimorbidity-outcomes-in-uk-biobank/,matched,unique_normalized_title,89653,The role of 24-hour physical behaviours and health and multimorbidity outcomes in UK Biobank,University of Leicester,89653
392,4,2022-09-14,14 September 2022,Developing holistic prediction models of Alzheimer’s disease dementia.,"Third Military Medical University (TMMU), China",https://www.ukbiobank.ac.uk/projects/developing-holistic-prediction-models-of-alzheimers-disease-dementia/,matched,detail_page_app_id_after_title_unmatched_or_ambiguous,89790,Developing holistic prediction models of Alzheimer's disease dementia.,Third Military Medical University (TMMU),
392,5,2022-09-14,14 September 2022,Association of Lifestyle Behaviors and Genetic Risk With cardio-cerebrovascular diseases.,"Tongji Hospital, China",https://www.ukbiobank.ac.uk/projects/association-of-lifestyle-behaviors-and-genetic-risk-with-cardio-cerebrovascular-diseases/,matched,unique_normalized_title,90311,Association of Lifestyle Behaviors and Genetic Risk With cardio-cerebrovascular diseases.,Tongji Hospital,90311
392,6,2022-09-14,14 September 2022,Differences in Cardiovascular Disease Risk Factors and Their Impact on Cardiovascular Risk,"National Institute for Health and Welfare, Finland",https://www.ukbiobank.ac.uk/projects/differences-in-cardiovascular-disease-risk-factors-and-their-impact-on-cardiovascular-risk/,matched,unique_normalized_title,91128,Differences in Cardiovascular Disease Risk Factors and Their Impact on Cardiovascular Risk,National Institute for Health and Welfare,91128
392,7,2022-09-12,12 September 2022,Regulation of age-related diseases by cellular metabolites,"University of California, San Francisco, United States of America",https://www.ukbiobank.ac.uk/projects/regulation-of-age-related-diseases-by-cellular-metabolites/,matched,unique_normalized_title,87759,Regulation of age-related diseases by cellular metabolites,"University of California, San Francisco",87759
392,8,2022-09-09,9 September 2022,Bayesian Statistical Methods for Air Pollution and Mental Health Research in a changing climate,"Imperial College London, Great Britain",https://www.ukbiobank.ac.uk/projects/bayesian-statistical-methods-for-air-pollution-and-mental-health-research-in-a-changing-climate/,matched,unique_normalized_title,86234,Bayesian Statistical Methods for Air Pollution and Mental Health Research in a changing climate,Imperial College London,86234
392,9,2022-09-09,9 September 2022,Investigating a causal relationship between asthma and cardiovascular disease: a mendelian randomisation study,"Imperial College London, Great Britain",https://www.ukbiobank.ac.uk/projects/investigating-a-causal-relationship-between-asthma-and-cardiovascular-disease-a-mendelian-randomisation-study/,matched,unique_normalized_title,86321,Investigating a causal relationship between asthma and cardiovascular disease: a mendelian randomisation study,Imperial College London,86321
392,10,2022-09-09,9 September 2022,"The genetics of unexplained variation in bone, metabolic, and neurological traits in aging adults","Van Andel Research Institute, United States of America",https://www.ukbiobank.ac.uk/projects/the-genetics-of-unexplained-variation-in-bone-metabolic-and-neurological-traits-in-aging-adults/,matched,unique_normalized_title,86378,"The genetics of unexplained variation in bone, metabolic, and neurological traits in aging adults",Van Andel Research Institute,86378
393,1,2022-09-09,9 September 2022,"Risk assessment, early diagnosis and treatment prediction of age-related diseases using ophthalmic data.","Zhejiang University, China",https://www.ukbiobank.ac.uk/projects/risk-assessment-early-diagnosis-and-treatment-prediction-of-age-related-diseases-using-ophthalmic-data/,matched,unique_normalized_title,87012,"Risk assessment, early diagnosis and treatment prediction of age-related diseases using ophthalmic data.",Zhejiang University,87012
393,2,2022-09-09,9 September 2022,"Quality control, denoising, and data mining of the UK Biobank dataset","ShanghaiTech University, China",https://www.ukbiobank.ac.uk/projects/quality-control-denoising-and-data-mining-of-the-uk-biobank-dataset/,matched,unique_normalized_title,87507,"Quality control, denoising, and data mining of the UK Biobank dataset",ShanghaiTech University,87507
393,3,2022-09-09,9 September 2022,Role of micronutrient metabolism and genetics in health outcomes and biomarkers,"Oklahoma State University, United States of America",https://www.ukbiobank.ac.uk/projects/role-of-micronutrient-metabolism-and-genetics-in-health-outcomes-and-biomarkers/,matched,unique_normalized_title,88625,Role of micronutrient metabolism and genetics in health outcomes and biomarkers,Oklahoma State University,88625
393,4,2022-09-09,9 September 2022,Phenome-wide scan for traits associated with polygenic risk scores (PRSs) for childhood cancer,"University of Minnesota Twin Cities, United States of America",https://www.ukbiobank.ac.uk/projects/phenome-wide-scan-for-traits-associated-with-polygenic-risk-scores-prss-for-childhood-cancer/,matched,unique_normalized_title,89902,Phenome-wide scan for traits associated with polygenic risk scores (PRSs) for childhood cancer,University of Minnesota Twin Cities,89902
393,5,2022-09-09,9 September 2022,Genetic evaluation of rare diseases with polygenic origin and Mendelian diseases of monogenic origin for drug discovery research.,"Moderna Inc, United States of America",https://www.ukbiobank.ac.uk/projects/genetic-evaluation-of-rare-diseases-with-polygenic-origin-and-mendelian-diseases-of-monogenic-origin-for-drug-discovery-research/,matched,unique_normalized_title,89918,Genetic evaluation of rare diseases with polygenic origin and Mendelian diseases of monogenic origin for drug discovery research.,Moderna Inc,89918
393,6,2022-09-09,9 September 2022,Three natural experiments using the UK Biobank,"Manchester Metropolitan University, Great Britain",https://www.ukbiobank.ac.uk/projects/three-natural-experiments-using-the-uk-biobank/,matched,unique_normalized_title,90519,Three natural experiments using the UK Biobank,Manchester Metropolitan University,90519
393,7,2022-09-09,9 September 2022,Development and application of brain imaging multi-omics data integration analysis for understanding complex neurodegenerative diseases,"Shenzhen University, China",https://www.ukbiobank.ac.uk/projects/development-and-application-of-brain-imaging-multi-omics-data-integration-analysis-for-understanding-complex-neurodegenerative-diseases/,matched,unique_normalized_title,75375,Development and application of brain imaging multi-omics data integration analysis for understanding complex neurodegenerative diseases,Shenzhen University,75375
393,8,2022-09-09,9 September 2022,Portability of Genetic Risk Scores to Underrepresented Populations,"University of Westminster, Great Britain",https://www.ukbiobank.ac.uk/projects/portability-of-genetic-risk-scores-to-underrepresented-populations/,matched,unique_normalized_title,92411,Portability of Genetic Risk Scores to Underrepresented Populations,University of Westminster,92411
393,9,2022-09-09,9 September 2022,Aortic elongation and stiffness – Insights from biobanks,"University of Pennsylvania, United States of America",https://www.ukbiobank.ac.uk/projects/aortic-elongation-and-stiffness-insights-from-biobanks/,matched,unique_normalized_title,81032,Aortic elongation and stiffness - Insights from biobanks,University of Pennsylvania,81032
393,10,2022-09-09,9 September 2022,Multimodal Integration for Deep Learning-Enabled Screening for Cardiovascular Diseases,"University Medical Center Hamburg-Eppendorf, Germany",https://www.ukbiobank.ac.uk/projects/multimodal-integration-for-deep-learning-enabled-screening-for-cardiovascular-diseases/,matched,unique_normalized_title,82073,Multimodal Integration for Deep Learning-Enabled Screening for Cardiovascular Diseases,University Medical Center Hamburg-Eppendorf,82073
394,1,2022-09-09,9 September 2022,Understanding two novel factors related to motor impairment in the development of dementia – UK Biobank,"National Institute on Aging, United States of America",https://www.ukbiobank.ac.uk/projects/understanding-two-novel-factors-related-to-motor-impairment-in-the-development-of-dementia-uk-biobank/,matched,unique_normalized_title,83534,Understanding two novel factors related to motor impairment in the development of dementia - UK Biobank,National Institute on Aging,83534
394,2,2022-09-09,9 September 2022,Estimating inequalities in unmet clinical need in patients living with obesity,"Lane Clark & Peacock LLP, Great Britain",https://www.ukbiobank.ac.uk/projects/estimating-inequalities-in-unmet-clinical-need-in-patients-living-with-obesity/,matched,unique_normalized_title,84685,Estimating inequalities in unmet clinical need in patients living with obesity,Lane Clark & Peacock LLP,84685
394,3,2022-09-08,8 September 2022,Evaluation of normal and abnormal aging markers,"Alkahest, Inc., United States of America",https://www.ukbiobank.ac.uk/projects/evaluation-of-normal-and-abnormal-aging-markers/,matched,unique_normalized_title,82395,Evaluation of normal and abnormal aging markers,"Alkahest, Inc.",82395
394,4,2022-09-08,8 September 2022,"Potential drivers, mediating pathways, and consequences of IGF-1 using Mendelian randomization: Roles of insulin-like growth factor 1 (IGF-1), lean mass and fat mass in type 2 diabetes mellitus","Hong Kong Metropolitan University, Hong Kong",https://www.ukbiobank.ac.uk/projects/potential-drivers-mediating-pathways-and-consequences-of-igf-1-using-mendelian-randomization-roles-of-insulin-like-growth-factor-1-igf-1-lean-mass-and-fat-mass-in-type-2-diabetes-mellitus/,matched,unique_normalized_title,74854,"Potential drivers, mediating pathways, and consequences of IGF-1 using Mendelian randomization: Roles of insulin-like growth factor 1 (IGF-1), lean mass and fat mass in type 2 diabetes mellitus",Hong Kong Metropolitan University,74854
394,5,2022-09-08,8 September 2022,"Iron Metabolism, Cardiovascular Disease and Infection","Brigham and Womens Hospital, United States of America",https://www.ukbiobank.ac.uk/projects/iron-metabolism-cardiovascular-disease-and-infection/,matched,unique_normalized_title,85834,"Iron Metabolism, Cardiovascular Disease and Infection",Brigham and Womens Hospital,85834
394,6,2022-09-08,8 September 2022,Prediction of complex diseases and related traits using deep learning and genomics,"National Autonomous University of Mexico, Mexico",https://www.ukbiobank.ac.uk/projects/prediction-of-complex-diseases-and-related-traits-using-deep-learning-and-genomics/,matched,unique_normalized_title,87181,Prediction of complex diseases and related traits using deep learning and genomics,National Autonomous University of Mexico,87181
394,7,2022-09-08,8 September 2022,Associations and mechanisms linking transport and health,"University of Auckland, New Zealand",https://www.ukbiobank.ac.uk/projects/associations-and-mechanisms-linking-transport-and-health/,matched,unique_normalized_title,89121,Associations and mechanisms linking transport and health,University of Auckland,89121
394,8,2022-09-08,8 September 2022,Analysis of the Dynamic Characteristics of Aging-related Serum Uric Acid in Nervous and Digestive System Disorders with Machine Learning Methods,"Southern Medical University, China",https://www.ukbiobank.ac.uk/projects/analysis-of-the-dynamic-characteristics-of-aging-related-serum-uric-acid-in-nervous-and-digestive-system-disorders-with-machine-learning-methods/,matched,unique_normalized_title,90369,Analysis of the Dynamic Characteristics of Aging-related Serum Uric Acid in Nervous and Digestive System Disorders with Machine Learning Methods,Southern Medical University,90369
394,9,2022-09-08,8 September 2022,Development of a comprehensive predictive model for glaucoma occurence,"Catholic University of Korea, Korea (South)",https://www.ukbiobank.ac.uk/projects/development-of-a-comprehensive-predictive-model-for-glaucoma-occurence/,matched,unique_normalized_title,90981,Development of a comprehensive predictive model for glaucoma occurence,Catholic University of Korea,90981
394,10,2022-09-08,8 September 2022,Multi-omics Study of Non-communicable Disease and Their Interaction with Environmental Factors,"Soochow University, China",https://www.ukbiobank.ac.uk/projects/multi-omics-study-of-non-communicable-disease-and-their-interaction-with-environmental-factors/,matched,unique_normalized_title,91185,Multi-omics Study of Non-communicable Disease and Their Interaction with Environmental Factors,Soochow University,91185
395,1,2022-09-08,8 September 2022,Using phenome-wide mendelian randomization and machine leaning to identify novel drug targets for aging and aging-related disease,"Chongqing Medical University, China",https://www.ukbiobank.ac.uk/projects/using-phenome-wide-mendelian-randomization-and-machine-leaning-to-identify-novel-drug-targets-for-aging-and-aging-related-disease/,matched,unique_normalized_title,91850,Using phenome-wide mendelian randomization and machine leaning to identify novel drug targets for aging and aging-related disease,Chongqing Medical University,91850
395,2,2022-09-08,8 September 2022,Development and validation of an artificial neural network-based risk model for the prediction of cerebrovascular-specific diseases in patients with spondyloarthritis or rheumatoid arthritis,"University of South China, China",https://www.ukbiobank.ac.uk/projects/development-and-validation-of-an-artificial-neural-network-based-risk-model-for-the-prediction-of-cerebrovascular-specific-diseases-in-patients-with-spondyloarthritis-or-rheumatoid-arthritis/,matched,unique_normalized_title,92344,Development and validation of an artificial neural network-based risk model for the prediction of cerebrovascular-specific diseases in patients with spondyloarthritis or rheumatoid arthritis,University of South China,92344
395,3,2022-09-08,8 September 2022,Association of antibiotic exposure in early life and cognitive function/frailty,"Shandong University, China",https://www.ukbiobank.ac.uk/projects/association-of-antibiotic-exposure-in-early-life-and-cognitive-function-frailty/,matched,unique_normalized_title,92597,Association of antibiotic exposure in early life and cognitive function/frailty,Shandong University,92597
395,4,2022-09-07,7 September 2022,Statistical methods to characterize gene environment interplay underlying complex phenotypes,"Indian Institute of Technology Hyderabad, India",https://www.ukbiobank.ac.uk/projects/statistical-methods-to-characterize-gene-environment-interplay-underlying-complex-phenotypes/,matched,unique_normalized_title,77327,Statistical methods to characterize gene environment interplay underlying complex phenotypes,Indian Institute of Technology Hyderabad,77327
395,5,2022-09-06,6 September 2022,The genetic landscape of idiopathic neurodevelopmental disorders and in the Middle East and risk modulation by ancestry,"Sidra Medicine, Qatar",https://www.ukbiobank.ac.uk/projects/the-genetic-landscape-of-idiopathic-neurodevelopmental-disorders-and-in-the-middle-east-and-risk-modulation-by-ancestry/,matched,unique_normalized_title,88383,The genetic landscape of idiopathic neurodevelopmental disorders and in the Middle East and risk modulation by ancestry,Sidra Medicine,88383
395,6,2022-09-05,5 September 2022,Investigating the effects of caloric restriction by utilizing loss of function variants in the PLA2G7 gene as a proxy- A UK biobank study,"University of Hong Kong, Hong Kong",https://www.ukbiobank.ac.uk/projects/investigating-the-effects-of-caloric-restriction-by-utilizing-loss-of-function-variants-in-the-pla2g7-gene-as-a-proxy-a-uk-biobank-study/,matched,unique_normalized_title,89742,Investigating the effects of caloric restriction by utilizing loss of function variants in the PLA2G7 gene as a proxy- A UK biobank study,University of Hong Kong,89742
395,7,2022-09-02,2 September 2022,Investigating the genetic and non-genetic risk factors for cardiovascular diseases,"Huazhong University of Science and Technology, China",https://www.ukbiobank.ac.uk/projects/investigating-the-genetic-and-non-genetic-risk-factors-for-cardiovascular-diseases/,matched,unique_normalized_title,91074,Investigating the genetic and non-genetic risk factors for cardiovascular diseases,Huazhong University of Science and Technology,91074
395,8,2022-09-01,1 September 2022,The Mendelian randomization of Metabolomics and Cancer,"Huazhong University of Science and Technology, China",https://www.ukbiobank.ac.uk/projects/the-mendelian-randomization-of-metabolomics-and-cancer/,matched,unique_normalized_title,84980,The Mendelian randomization of Metabolomics and Cancer,Huazhong University of Science and Technology,84980
395,9,2022-08-26,26 August 2022,Cross-modal medical analysis and reasoning,"Institute of Automation (Chinese Academy Of Sciences), China",https://www.ukbiobank.ac.uk/projects/cross-modal-medical-analysis-and-reasoning/,matched,unique_normalized_title,70340,Cross-modal medical analysis and reasoning,Institute of Automation (Chinese Academy Of Sciences),70340
395,10,2022-08-26,26 August 2022,Comorbidities among mental and physical disorders using data from Genome-Wide Association Studies (GWAS),"University of Missouri, United States of America",https://www.ukbiobank.ac.uk/projects/comorbidities-among-mental-and-physical-disorders-using-data-from-genome-wide-association-studies-gwas/,matched,unique_normalized_title,58200,Comorbidities among mental and physical disorders using data from Genome-Wide Association Studies (GWAS),University of Missouri,58200
396,1,2022-08-25,25 August 2022,Mendelian Randomization (MR) analysis of the causal effect of phenotypes on socioeconomic outcomes: A kinship fixed effects approach,"Academia Sinica, Taiwan, Province of China",https://www.ukbiobank.ac.uk/projects/mendelian-randomization-mr-analysis-of-the-causal-effect-of-phenotypes-on-socioeconomic-outcomes-a-kinship-fixed-effects-approach/,matched,unique_normalized_title,72222,Mendelian Randomization (MR) analysis of the causal effect of phenotypes on socioeconomic outcomes: A kinship fixed effects approach,Academia Sinica,72222
396,2,2022-08-25,25 August 2022,The genetics of rare and common human diseases and traits: Focus on diseases with high impact on morbidity and premature sudden death and forensically relevant human traits,"Copenhagen University Hospital, University of Copenhagen, Denmark",https://www.ukbiobank.ac.uk/projects/the-genetics-of-rare-and-common-human-diseases-and-traits-focus-on-diseases-with-high-impact-on-morbidity-and-premature-sudden-death-and-forensically-relevant-human-traits/,matched,unique_normalized_title,85403,The genetics of rare and common human diseases and traits: Focus on diseases with high impact on morbidity and premature sudden death and forensically relevant human traits,"Copenhagen University Hospital, University of Copenhagen",85403
396,3,2022-08-25,25 August 2022,"Human genome, lifestyle factors, and their interplay in relation to gastrointestinal cancer risk and survival.","Sun Yat-sen University Cancer Center, China",https://www.ukbiobank.ac.uk/projects/human-genome-lifestyle-factors-and-their-interplay-in-relation-to-gastrointestinal-cancer-risk-and-survival/,matched,unique_normalized_title,86117,"Human genome, lifestyle factors, and their interplay in relation to gastrointestinal cancer risk and survival.",Sun Yat-sen University Cancer Center,86117
396,4,2022-08-25,25 August 2022,Analysis of the features related to healthy aging,"Taipei Medical University, Taiwan, Province of China",https://www.ukbiobank.ac.uk/projects/analysis-of-the-features-related-to-healthy-aging/,matched,unique_normalized_title,86776,Analysis of the features related to healthy aging,Taipei Medical University,86776
396,5,2022-08-25,25 August 2022,Using Novel Approaches for Improving Polygenic Risk Score Analysis and Filling in Missing components of Interaction Networks,"Victoria University of Wellington, New Zealand",https://www.ukbiobank.ac.uk/projects/using-novel-approaches-for-improving-polygenic-risk-score-analysis-and-filling-in-missing-components-of-interaction-networks/,matched,unique_normalized_title,86965,Using Novel Approaches for Improving Polygenic Risk Score Analysis and Filling in Missing components of Interaction Networks,Victoria University of Wellington,86965
396,6,2022-08-25,25 August 2022,Comprehensive investigation of lipidomics and its genetic determinants in cancer risk and prognosis by evidence triangulation,"Sinai Health System., Canada",https://www.ukbiobank.ac.uk/projects/comprehensive-investigation-of-lipidomics-and-its-genetic-determinants-in-cancer-risk-and-prognosis-by-evidence-triangulation/,matched,unique_normalized_title,87201,Comprehensive investigation of lipidomics and its genetic determinants in cancer risk and prognosis by evidence triangulation,Sinai Health System.,87201
396,7,2022-08-25,25 August 2022,"Improving liver health in humans: Elucidating the role of genetics, biomarkers, and environment in liver biology, etiology, progression, and prognosis","Yale University, United States of America",https://www.ukbiobank.ac.uk/projects/improving-liver-health-in-humans-elucidating-the-role-of-genetics-biomarkers-and-environment-in-liver-biology-etiology-progression-and-prognosis/,matched,unique_normalized_title,87303,"Improving liver health in humans: Elucidating the role of genetics, biomarkers, and environment in liver biology, etiology, progression, and prognosis",Yale University,87303
396,8,2022-08-25,25 August 2022,"Fine-mapping, genetic correlation and genetic risk prediction for complex traits in different populations","Huazhong University of Science and Technology, China",https://www.ukbiobank.ac.uk/projects/fine-mapping-genetic-correlation-and-genetic-risk-prediction-for-complex-traits-in-different-populations/,matched,unique_normalized_title,88159,"Fine-mapping, genetic correlation and genetic risk prediction for complex traits in different populations",Huazhong University of Science and Technology,88159
396,9,2022-08-25,25 August 2022,Evaluation of cardiovascular health,"Yale University, United States of America",https://www.ukbiobank.ac.uk/projects/evaluation-of-cardiovascular-health/,matched,unique_normalized_title,88752,Evaluation of cardiovascular health,Yale University,88752
396,10,2022-08-25,25 August 2022,"The relationships between genetics, sleep and sex hormones on the progression of age-related neurodegeneration.","Manchester Metropolitan University, Great Britain",https://www.ukbiobank.ac.uk/projects/the-relationships-between-genetics-sleep-and-sex-hormones-on-the-progression-of-age-related-neurodegeneration/,matched,unique_normalized_title,88821,"The relationships between genetics, sleep and sex hormones on the progression of age-related neurodegeneration.",Manchester Metropolitan University,88821
397,1,2022-08-25,25 August 2022,The cardiovascular digital twin of the adult population: defining the population ranges.,"King's College London, Great Britain",https://www.ukbiobank.ac.uk/projects/the-cardiovascular-digital-twin-of-the-adult-population-defining-the-population-ranges/,matched,unique_normalized_title,88878,The cardiovascular digital twin of the adult population: defining the population ranges.,King's College London,88878
397,2,2022-08-25,25 August 2022,Comparison of the genetic architecture between Latino and UKBB populations as strategy to understand its role on human health traits and diseases.,"Galatea Bio, inc, United States of America",https://www.ukbiobank.ac.uk/projects/comparison-of-the-genetic-architecture-between-latino-and-ukbb-populations-as-strategy-to-understand-its-role-on-human-health-traits-and-diseases/,matched,unique_normalized_title,89006,Comparison of the genetic architecture between Latino and UKBB populations as strategy to understand its role on human health traits and diseases.,"Galatea Bio, inc",89006
397,3,2022-08-25,25 August 2022,"Artificial neural network-based integration of genomic, metabolomic, environmental and clinical information to predict the risk of cerebrovascular-specific diseases in patients with colorectal cancer","University of South China, China",https://www.ukbiobank.ac.uk/projects/artificial-neural-network-based-integration-of-genomic-metabolomic-environmental-and-clinical-information-to-predict-the-risk-of-cerebrovascular-specific-diseases-in-patients-with-colorectal-cancer/,matched,unique_normalized_title,89551,"Artificial neural network-based integration of genomic, metabolomic, environmental and clinical information to predict the risk of cerebrovascular-specific diseases in patients with colorectal cancer",University of South China,89551
397,4,2022-08-25,25 August 2022,Using multi-omics data to explore the pathogenesis and mechanism of neurological and psychiatric disorders,"Peking University, China",https://www.ukbiobank.ac.uk/projects/using-multi-omics-data-to-explore-the-pathogenesis-and-mechanism-of-neurological-and-psychiatric-disorders/,matched,unique_normalized_title,89624,Using multi-omics data to explore the pathogenesis and mechanism of neurological and psychiatric disorders,Peking University,89624
397,5,2022-08-25,25 August 2022,Sex and age-specific cardiac strain and contractility,"Stanford University, United States of America",https://www.ukbiobank.ac.uk/projects/sex-and-age-specific-cardiac-strain-and-contractility/,matched,unique_normalized_title,89726,Sex and age-specific cardiac strain and contractility,Stanford University,89726
397,6,2022-08-25,25 August 2022,Genetic and Non-genetic determinants of cardio-metabolic diseases and its comorbidity,"Fuwai Hospital Chinese Academy of Medical Sciences, China",https://www.ukbiobank.ac.uk/projects/genetic-and-non-genetic-determinants-of-cardio-metabolic-diseases-and-its-comorbidity/,matched,unique_normalized_title,91035,Genetic and Non-genetic determinants of cardio-metabolic diseases and its comorbidity,Fuwai Hospital Chinese Academy of Medical Sciences,91035
397,7,2022-08-25,25 August 2022,"Identify risk factors, clinical subtypes, treatment and prevention of chronic kidney disease","Tianjin Medical University, China",https://www.ukbiobank.ac.uk/projects/identify-risk-factors-clinical-subtypes-treatment-and-prevention-of-chronic-kidney-disease/,matched,unique_normalized_title,91377,"Identify risk factors, clinical subtypes, treatment and prevention of chronic kidney disease",Tianjin Medical University,91377
397,8,2022-08-25,25 August 2022,The role of Osteolecin/Itga11 signaling in human bone development,"University of Texas (UTSW), United States of America",https://www.ukbiobank.ac.uk/projects/the-role-of-osteolecin-itga11-signaling-in-human-bone-development/,matched,unique_normalized_title,91723,The role of Osteolecin/Itga11 signaling in human bone development,University of Texas (UTSW),91723
